,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E415_176,NA,0.21761,NA,NA
E211_728,NA,0.91195,NA,NA
E988_347,NA,NA,NA,0.4327
E812_36,NA,NA,NA,0.04151
E654_650,0.81384,NA,NA,NA
E268_229,NA,NA,NA,0.28428
E569_193,NA,NA,NA,0.23899
E310_5,0.00252,NA,NA,NA
E454_570,0.71321,NA,NA,NA
E212_188,0.2327,NA,NA,NA
E30_49,NA,NA,0.05786,NA
E616_480,NA,NA,NA,0.6
E203_505,NA,NA,0.63145,NA
E695_745,0.93333,NA,NA,NA
E120_186,NA,NA,0.23019,NA
E816_121,0.14843,NA,NA,NA
E482_380,NA,NA,NA,0.47421
E256_730,0.91447,NA,NA,NA
E68_476,NA,NA,0.59497,NA
E772_393,NA,NA,NA,0.49057
E621_186,0.23019,NA,NA,NA
E363_409,0.51069,NA,NA,NA
E886_378,NA,NA,NA,0.4717
E979_719,0.90063,NA,NA,NA
E394_135,NA,NA,NA,0.16604
E377_191,NA,0.23648,NA,NA
E302_752,NA,0.94214,NA,NA
E609_588,0.73585,NA,NA,NA
E815_39,0.04528,NA,NA,NA
E825_101,NA,0.12327,NA,NA
E49_85,NA,NA,0.10314,NA
E273_536,NA,NA,0.67044,NA
E733_284,0.35346,NA,NA,NA
E928_359,NA,NA,0.4478,NA
E342_259,0.32201,NA,NA,NA
E575_216,0.26792,NA,NA,NA
E141_6,0.00377,NA,NA,NA
E999_580,0.72579,NA,NA,NA
E304_604,NA,0.75597,NA,NA
E18_86,0.1044,NA,NA,NA
E119_543,0.67925,NA,NA,NA
E110_380,NA,NA,NA,0.47421
E20_683,NA,0.85535,NA,NA
E33_655,0.82013,NA,NA,NA
E287_340,0.4239,NA,NA,NA
E190_159,NA,NA,NA,0.19623
E749_165,0.20377,NA,NA,NA
E985_88,NA,NA,NA,0.10692
E800_171,0.21132,NA,NA,NA
E258_230,NA,NA,NA,0.28553
E584_724,NA,NA,0.90692,NA
E855_695,NA,0.87044,NA,NA
E53_603,NA,NA,NA,0.75472
E148_639,0.8,NA,NA,NA
E845_628,NA,NA,NA,0.78616
E288_404,0.5044,NA,NA,NA
E515_182,0.22516,NA,NA,NA
E62_133,0.16352,NA,NA,NA
E856_750,NA,NA,NA,0.93962
E398_562,NA,NA,0.70314,NA
E39_167,NA,NA,NA,0.20629
E229_243,0.30189,NA,NA,NA
E251_723,0.90566,NA,NA,NA
E730_641,NA,0.80252,NA,NA
E959_501,0.62642,NA,NA,NA
E994_66,0.07925,NA,NA,NA
E673_145,0.17862,NA,NA,NA
E591_664,NA,NA,NA,0.83145
E639_726,NA,NA,NA,0.90943
E759_363,0.45283,NA,NA,NA
E137_361,NA,0.45031,NA,NA
E40_495,0.61887,NA,NA,NA
E689_612,NA,0.76604,NA,NA
E308_384,0.47925,NA,NA,NA
E828_711,NA,NA,0.89057,NA
E396_9,0.00755,NA,NA,NA
E365_112,0.13711,NA,NA,NA
E330_259,NA,NA,NA,0.32201
E932_279,0.34717,NA,NA,NA
E291_693,0.86792,NA,NA,NA
E83_543,0.67925,NA,NA,NA
E446_437,0.54591,NA,NA,NA
E558_450,0.56226,NA,NA,NA
E144_29,NA,NA,NA,0.0327
E555_490,0.61258,NA,NA,NA
E418_622,NA,NA,0.77862,NA
E337_581,0.72704,NA,NA,NA
E793_511,NA,NA,0.63899,NA
E430_546,0.68302,NA,NA,NA
E303_574,NA,NA,NA,0.71824
E873_436,NA,NA,0.54465,NA
E312_521,0.65157,NA,NA,NA
E538_294,NA,NA,NA,0.36604
E579_585,0.73208,NA,NA,NA
E898_186,NA,0.23019,NA,NA
E210_157,0.19371,NA,NA,NA
E198_222,NA,NA,NA,0.27547
E904_785,NA,NA,NA,0.98365
E158_674,NA,NA,0.84403,NA
E81_408,NA,NA,NA,0.50943
E738_623,NA,NA,0.77987,NA
E753_409,0.51069,NA,NA,NA
E767_252,NA,NA,0.31321,NA
E433_599,NA,NA,NA,0.74969
E885_646,NA,NA,NA,0.80881
E289_598,NA,NA,NA,0.74843
E237_436,NA,NA,0.54465,NA
E345_428,NA,NA,NA,0.53459
E247_54,NA,NA,NA,0.06415
E15_277,0.34465,NA,NA,NA
E177_126,NA,NA,0.15472,NA
E975_767,NA,NA,NA,0.96101
E744_269,NA,NA,NA,0.33459
E464_137,NA,0.16855,NA,NA
E574_397,NA,NA,NA,0.4956
E823_797,NA,NA,NA,0.99874
E817_597,0.74717,NA,NA,NA
E776_440,NA,NA,NA,0.54969
E339_395,0.49308,NA,NA,NA
E90_427,0.53333,NA,NA,NA
E960_42,0.04906,NA,NA,NA
E180_686,NA,NA,NA,0.85912
E285_763,0.95597,NA,NA,NA
E406_637,NA,NA,NA,0.79748
E145_737,NA,NA,NA,0.92327
E153_507,0.63396,NA,NA,NA
E10_317,NA,NA,NA,0.39497
E45_97,NA,NA,0.11824,NA
E27_65,NA,NA,NA,0.07799
E980_648,0.81132,NA,NA,NA
E552_758,NA,NA,0.94969,NA
E965_374,NA,NA,NA,0.46667
E833_665,0.8327,NA,NA,NA
E900_455,0.56855,NA,NA,NA
E253_658,NA,NA,NA,0.8239
E974_372,NA,0.46415,NA,NA
E245_177,0.21887,NA,NA,NA
E371_43,NA,0.05031,NA,NA
E871_785,NA,NA,0.98365,NA
E874_398,0.49686,NA,NA,NA
E913_100,NA,NA,NA,0.12201
E349_172,0.21258,NA,NA,NA
E891_47,NA,NA,NA,0.05535
E914_103,NA,NA,0.12579,NA
E781_569,0.71195,NA,NA,NA
E69_77,NA,NA,NA,0.09308
E72_337,NA,NA,NA,0.42013
E705_468,NA,0.58491,NA,NA
E678_630,0.78868,NA,NA,NA
E910_9,NA,NA,NA,0.00755
E55_239,0.29686,NA,NA,NA
E420_712,0.89182,NA,NA,NA
E641_754,NA,NA,NA,0.94465
E236_717,0.89811,NA,NA,NA
E700_782,NA,NA,0.97987,NA
E657_447,0.55849,NA,NA,NA
E284_564,NA,NA,NA,0.70566
E663_433,0.54088,NA,NA,NA
E796_206,NA,NA,NA,0.25535
E160_719,0.90063,NA,NA,NA
E152_140,0.17233,NA,NA,NA
E890_352,0.43899,NA,NA,NA
E662_30,NA,NA,0.03396,NA
E425_394,NA,NA,NA,0.49182
E374_498,0.62264,NA,NA,NA
E684_489,0.61132,NA,NA,NA
E513_219,0.2717,NA,NA,NA
E925_625,0.78239,NA,NA,NA
E278_193,0.23899,NA,NA,NA
E797_533,NA,NA,NA,0.66667
E43_259,NA,0.32201,NA,NA
E926_210,NA,0.26038,NA,NA
E260_330,0.41132,NA,NA,NA
E943_792,0.99245,NA,NA,NA
E471_140,NA,NA,0.17233,NA
E87_454,0.5673,NA,NA,NA
E269_586,NA,NA,NA,0.73333
E902_594,0.7434,NA,NA,NA
E908_672,NA,0.84151,NA,NA
E964_557,0.69686,NA,NA,NA
E462_49,0.05786,NA,NA,NA
E282_330,0.41132,NA,NA,NA
E614_95,NA,NA,0.11572,NA
E375_759,0.95094,NA,NA,NA
E553_501,NA,NA,NA,0.62642
E443_672,NA,NA,NA,0.84151
E17_536,0.67044,NA,NA,NA
E159_603,0.75472,NA,NA,NA
E849_405,0.50566,NA,NA,NA
E841_166,NA,NA,NA,0.20503
E382_24,NA,NA,NA,0.02642
E213_499,NA,NA,NA,0.6239
E858_181,0.2239,NA,NA,NA
E717_119,0.14591,NA,NA,NA
E507_147,0.18113,NA,NA,NA
E255_351,NA,NA,0.43774,NA
E896_389,0.48553,NA,NA,NA
E821_227,NA,0.28176,NA,NA
E752_258,0.32075,NA,NA,NA
E521_541,0.67673,NA,NA,NA
E460_201,NA,NA,NA,0.24906
E597_328,NA,0.40881,NA,NA
E326_155,0.19119,NA,NA,NA
E479_446,NA,0.55723,NA,NA
E392_727,NA,NA,NA,0.91069
E52_7,0.00503,NA,NA,NA
E788_604,0.75597,NA,NA,NA
E157_692,0.86667,NA,NA,NA
E946_235,0.29182,NA,NA,NA
E290_482,NA,0.60252,NA,NA
E721_77,NA,NA,0.09308,NA
E318_534,NA,NA,NA,0.66792
E286_217,0.26918,NA,NA,NA
E709_243,0.30189,NA,NA,NA
E701_562,NA,0.70314,NA,NA
E703_248,0.30818,NA,NA,NA
E88_336,NA,NA,0.41887,NA
E22_234,NA,NA,NA,0.29057
E481_329,0.41006,NA,NA,NA
E279_782,0.97987,NA,NA,NA
E21_536,0.67044,NA,NA,NA
E889_303,0.37736,NA,NA,NA
E442_775,0.97107,NA,NA,NA
E36_586,NA,0.73333,NA,NA
E723_326,0.40629,NA,NA,NA
E716_124,NA,NA,0.1522,NA
E754_730,0.91447,NA,NA,NA
E634_101,NA,NA,NA,0.12327
E824_127,0.15597,NA,NA,NA
E846_54,NA,NA,NA,0.06415
E379_712,0.89182,NA,NA,NA
E220_200,0.2478,NA,NA,NA
E801_659,NA,NA,NA,0.82516
E853_747,0.93585,NA,NA,NA
E768_780,NA,NA,NA,0.97736
E178_280,0.34843,NA,NA,NA
E677_280,NA,0.34843,NA,NA
E67_327,NA,NA,NA,0.40755
E935_421,NA,NA,NA,0.52579
E139_211,0.26164,NA,NA,NA
E167_430,0.53711,NA,NA,NA
E104_409,NA,NA,NA,0.51069
E595_344,NA,NA,NA,0.42893
E252_145,NA,NA,0.17862,NA
E702_790,0.98994,NA,NA,NA
E601_352,NA,0.43899,NA,NA
E930_575,NA,NA,NA,0.7195
E488_349,0.43522,NA,NA,NA
E66_487,0.60881,NA,NA,NA
E105_194,NA,0.24025,NA,NA
E516_496,0.62013,NA,NA,NA
E661_462,0.57736,NA,NA,NA
E915_715,NA,NA,0.8956,NA
E122_228,NA,NA,NA,0.28302
E161_391,0.48805,NA,NA,NA
E747_35,NA,NA,NA,0.04025
E894_208,0.25786,NA,NA,NA
E76_130,NA,NA,NA,0.15975
E266_748,NA,0.93711,NA,NA
E189_673,0.84277,NA,NA,NA
E393_103,NA,NA,0.12579,NA
E598_428,NA,NA,0.53459,NA
E78_42,NA,NA,NA,0.04906
E769_554,0.69308,NA,NA,NA
E4_179,0.22138,NA,NA,NA
E640_208,NA,NA,0.25786,NA
E254_508,NA,NA,NA,0.63522
